Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Orchestra_Configure,Chrome 69.0.3497.100,,2018-10-10 16:06:01,2018-10-10 16:09:39,3m - 37.630s,PASSED
,,,,,,
Test Cases/Orchestra/TC_Login,Chrome 69.0.3497.100,,2018-10-10 16:06:02,2018-10-10 16:09:02,3m - 0.566s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-10 16:06:02,2018-10-10 16:07:17,1m - 14.580s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-10 16:07:17,2018-10-10 16:07:57,40.394s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-10 16:07:57,2018-10-10 16:08:10,12.439s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-10 16:08:10,2018-10-10 16:08:10,0.290s,PASSED
click,Chrome 69.0.3497.100,,2018-10-10 16:08:10,2018-10-10 16:09:02,52.359s,PASSED
,,,,,,
Test Cases/Orchestra/TC_Login,Chrome 69.0.3497.100,,2018-10-10 16:09:02,2018-10-10 16:09:35,32.827s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-10 16:09:02,2018-10-10 16:09:15,12.294s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-10 16:09:15,2018-10-10 16:09:21,6.414s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-10 16:09:21,2018-10-10 16:09:21,0.339s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-10 16:09:21,2018-10-10 16:09:22,0.470s,PASSED
click,Chrome 69.0.3497.100,,2018-10-10 16:09:22,2018-10-10 16:09:35,13.201s,PASSED
