Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Notification_Email_Service,,,2018-10-04 07:58:02,2018-10-04 07:58:11,8.292s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_checkCalendarJSON,,,2018-10-04 07:58:03,2018-10-04 07:58:05,2.222s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/checkCalJSON)),,,2018-10-04 07:58:03,2018-10-04 07:58:05,1.683s,PASSED
verifyResponseStatusCode,,,2018-10-04 07:58:05,2018-10-04 07:58:05,0.054s,PASSED
verifyElementPropertyValue,,,2018-10-04 07:58:05,2018-10-04 07:58:05,0.120s,PASSED
verifyElementPropertyValue,,,2018-10-04 07:58:05,2018-10-04 07:58:05,0.016s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyBody,,,2018-10-04 07:58:05,2018-10-04 07:58:06,0.641s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyBody)),,,2018-10-04 07:58:05,2018-10-04 07:58:05,0.413s,PASSED
verifyResponseStatusCode,,,2018-10-04 07:58:05,2018-10-04 07:58:05,0.007s,PASSED
verifyElementPropertyValue,,,2018-10-04 07:58:05,2018-10-04 07:58:06,0.030s,PASSED
verifyElementPropertyValue,,,2018-10-04 07:58:06,2018-10-04 07:58:06,0.022s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyFromEmail,,,2018-10-04 07:58:06,2018-10-04 07:58:06,0.618s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyFromEmail)),,,2018-10-04 07:58:06,2018-10-04 07:58:06,0.434s,PASSED
verifyResponseStatusCode,,,2018-10-04 07:58:06,2018-10-04 07:58:06,0.004s,PASSED
verifyElementPropertyValue,,,2018-10-04 07:58:06,2018-10-04 07:58:06,0.035s,PASSED
verifyElementPropertyValue,,,2018-10-04 07:58:06,2018-10-04 07:58:06,0.019s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyQRCode,,,2018-10-04 07:58:06,2018-10-04 07:58:07,0.639s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyQR)),,,2018-10-04 07:58:06,2018-10-04 07:58:07,0.428s,PASSED
verifyResponseStatusCode,,,2018-10-04 07:58:07,2018-10-04 07:58:07,0.004s,PASSED
verifyElementPropertyValue,,,2018-10-04 07:58:07,2018-10-04 07:58:07,0.030s,PASSED
verifyElementPropertyValue,,,2018-10-04 07:58:07,2018-10-04 07:58:07,0.013s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptySubject,,,2018-10-04 07:58:07,2018-10-04 07:58:07,0.573s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptySubject)),,,2018-10-04 07:58:07,2018-10-04 07:58:07,0.426s,PASSED
verifyResponseStatusCode,,,2018-10-04 07:58:07,2018-10-04 07:58:07,0.002s,PASSED
verifyElementPropertyValue,,,2018-10-04 07:58:07,2018-10-04 07:58:07,0.024s,PASSED
verifyElementPropertyValue,,,2018-10-04 07:58:07,2018-10-04 07:58:07,0.022s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyEmailTenantID,,,2018-10-04 07:58:07,2018-10-04 07:58:08,0.647s,PASSED
