Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Orchestra_Configure,Chrome 69.0.3497.100,,2018-10-11 09:37:52,2018-10-11 09:38:15,22.415s,PASSED
,,,,,,
Test Cases/Orchestra/TC_Login,Chrome 69.0.3497.100,,2018-10-11 09:37:52,2018-10-11 09:38:07,14.495s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-11 09:37:53,2018-10-11 09:38:02,9.387s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-11 09:38:02,2018-10-11 09:38:03,1.068s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-11 09:38:03,2018-10-11 09:38:05,1.316s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-11 09:38:05,2018-10-11 09:38:05,0.568s,PASSED
click,Chrome 69.0.3497.100,,2018-10-11 09:38:05,2018-10-11 09:38:07,1.770s,PASSED
,,,,,,
Test Cases/Orchestra/TC_Login,Chrome 69.0.3497.100,,2018-10-11 09:38:07,2018-10-11 09:38:14,6.847s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-11 09:38:07,2018-10-11 09:38:11,3.551s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-11 09:38:11,2018-10-11 09:38:13,2.060s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-11 09:38:13,2018-10-11 09:38:13,0.202s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-11 09:38:13,2018-10-11 09:38:13,0.138s,PASSED
click,Chrome 69.0.3497.100,,2018-10-11 09:38:13,2018-10-11 09:38:14,0.886s,PASSED
