Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Notification_Email_Service,,,2018-09-29 12:19:30,2018-09-29 12:19:40,10.117s,FAILED
,,,,,,
Test Cases/WebService/Notification/TC_checkCalendarJSON,,,2018-09-29 12:19:31,2018-09-29 12:19:33,1.968s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/checkCalJSON)),,,2018-09-29 12:19:31,2018-09-29 12:19:32,0.991s,PASSED
verifyResponseStatusCode,,,2018-09-29 12:19:32,2018-09-29 12:19:32,0.036s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:32,2018-09-29 12:19:32,0.088s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:32,2018-09-29 12:19:33,0.072s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyBody,,,2018-09-29 12:19:33,2018-09-29 12:19:34,0.981s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyBody)),,,2018-09-29 12:19:33,2018-09-29 12:19:33,0.577s,PASSED
verifyResponseStatusCode,,,2018-09-29 12:19:33,2018-09-29 12:19:33,0.004s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:33,2018-09-29 12:19:34,0.020s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:34,2018-09-29 12:19:34,0.014s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyFromEmail,,,2018-09-29 12:19:34,2018-09-29 12:19:34,0.756s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyFromEmail)),,,2018-09-29 12:19:34,2018-09-29 12:19:34,0.565s,PASSED
verifyResponseStatusCode,,,2018-09-29 12:19:34,2018-09-29 12:19:34,0.004s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:34,2018-09-29 12:19:34,0.022s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:34,2018-09-29 12:19:34,0.015s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyQRCode,,,2018-09-29 12:19:34,2018-09-29 12:19:35,0.723s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyQR)),,,2018-09-29 12:19:34,2018-09-29 12:19:35,0.524s,PASSED
verifyResponseStatusCode,,,2018-09-29 12:19:35,2018-09-29 12:19:35,0.002s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:35,2018-09-29 12:19:35,0.024s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:35,2018-09-29 12:19:35,0.026s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptySubject,,,2018-09-29 12:19:35,2018-09-29 12:19:36,0.588s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptySubject)),,,2018-09-29 12:19:35,2018-09-29 12:19:36,0.436s,PASSED
verifyResponseStatusCode,,,2018-09-29 12:19:36,2018-09-29 12:19:36,0.001s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:36,2018-09-29 12:19:36,0.012s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:36,2018-09-29 12:19:36,0.020s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyEmailTenantID,,,2018-09-29 12:19:36,2018-09-29 12:19:36,0.734s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyTentant)),,,2018-09-29 12:19:36,2018-09-29 12:19:36,0.544s,PASSED
verifyResponseStatusCode,,,2018-09-29 12:19:36,2018-09-29 12:19:36,0.029s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:36,2018-09-29 12:19:36,0.018s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:36,2018-09-29 12:19:36,0.010s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyToEmail,,,2018-09-29 12:19:36,2018-09-29 12:19:37,0.802s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyToEmail)),,,2018-09-29 12:19:36,2018-09-29 12:19:37,0.608s,PASSED
verifyResponseStatusCode,,,2018-09-29 12:19:37,2018-09-29 12:19:37,0.003s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:37,2018-09-29 12:19:37,0.016s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:37,2018-09-29 12:19:37,0.021s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_invalidFromEmail,,,2018-09-29 12:19:37,2018-09-29 12:19:38,1.022s,FAILED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/invalidFromEmail)),,,2018-09-29 12:19:37,2018-09-29 12:19:38,0.508s,PASSED
verifyResponseStatusCode,,,2018-09-29 12:19:38,2018-09-29 12:19:38,0.004s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:38,2018-09-29 12:19:38,0.036s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:38,2018-09-29 12:19:38,0.019s,FAILED
,,,,,,
Test Cases/WebService/Notification/TC_invalidToEmail,,,2018-09-29 12:19:38,2018-09-29 12:19:39,0.835s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/invalidToEmail)),,,2018-09-29 12:19:38,2018-09-29 12:19:39,0.593s,PASSED
verifyResponseStatusCode,,,2018-09-29 12:19:39,2018-09-29 12:19:39,0.004s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:39,2018-09-29 12:19:39,0.031s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:39,2018-09-29 12:19:39,0.019s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_sendEmail,,,2018-09-29 12:19:39,2018-09-29 12:19:40,0.831s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/sendEmail)),,,2018-09-29 12:19:39,2018-09-29 12:19:40,0.645s,PASSED
verifyResponseStatusCode,,,2018-09-29 12:19:40,2018-09-29 12:19:40,0.001s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:40,2018-09-29 12:19:40,0.054s,PASSED
verifyElementPropertyValue,,,2018-09-29 12:19:40,2018-09-29 12:19:40,0.022s,PASSED
