Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Orchestra_Configure,Chrome 69.0.3497.100,,2018-10-11 10:52:42,2018-10-11 10:53:06,24.195s,PASSED
,,,,,,
Test Cases/Orchestra/TC_Login,Chrome 69.0.3497.100,,2018-10-11 10:52:42,2018-10-11 10:52:55,12.553s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-11 10:52:42,2018-10-11 10:52:48,5.753s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-11 10:52:48,2018-10-11 10:52:52,3.357s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-11 10:52:52,2018-10-11 10:52:52,0.310s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-11 10:52:52,2018-10-11 10:52:52,0.346s,PASSED
click,Chrome 69.0.3497.100,,2018-10-11 10:52:52,2018-10-11 10:52:55,2.432s,PASSED
,,,,,,
Test Cases/Orchestra/TC_Login,Chrome 69.0.3497.100,,2018-10-11 10:52:55,2018-10-11 10:53:05,10.447s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-11 10:52:55,2018-10-11 10:53:02,6.877s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-11 10:53:02,2018-10-11 10:53:04,2.266s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-11 10:53:04,2018-10-11 10:53:04,0.220s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-11 10:53:04,2018-10-11 10:53:04,0.301s,PASSED
click,Chrome 69.0.3497.100,,2018-10-11 10:53:04,2018-10-11 10:53:05,0.774s,PASSED
