Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Orchestra_Configure,Chrome 68.0.3440.106,,2018-09-17 10:05:11,2018-09-17 10:05:58,47.876s,FAILED
,,,,,,
Test Cases/Orchestra/Login,Chrome 68.0.3440.106,,2018-09-17 10:05:11,2018-09-17 10:05:19,8.206s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-17 10:05:11,2018-09-17 10:05:15,3.719s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-17 10:05:15,2018-09-17 10:05:17,2.450s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-17 10:05:17,2018-09-17 10:05:18,0.255s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-17 10:05:18,2018-09-17 10:05:18,0.141s,PASSED
click,Chrome 68.0.3440.106,,2018-09-17 10:05:18,2018-09-17 10:05:19,1.179s,PASSED
verifyElementText,Chrome 68.0.3440.106,,2018-09-17 10:05:19,2018-09-17 10:05:19,0.081s,PASSED
,,,,,,
Test Cases/Orchestra/Login,Chrome 68.0.3440.106,,2018-09-17 10:05:19,2018-09-17 10:05:58,38.611s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-17 10:05:19,2018-09-17 10:05:23,3.391s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-17 10:05:23,2018-09-17 10:05:25,2.285s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-17 10:05:25,2018-09-17 10:05:25,0.250s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-17 10:05:25,2018-09-17 10:05:25,0.160s,PASSED
click,Chrome 68.0.3440.106,,2018-09-17 10:05:25,2018-09-17 10:05:26,0.459s,PASSED
verifyElementText,Chrome 68.0.3440.106,,2018-09-17 10:05:26,2018-09-17 10:05:58,32.048s,FAILED
