Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Orchestra_Configure,Chrome 68.0.3440.106,,2018-09-15 14:51:05,2018-09-15 14:51:21,15.422s,FAILED
,,,,,,
Test Cases/Orchestra/Login,Chrome 68.0.3440.106,,2018-09-15 14:51:06,2018-09-15 14:51:15,9.260s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-15 14:51:06,2018-09-15 14:51:11,5.052s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-15 14:51:11,2018-09-15 14:51:12,0.682s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-15 14:51:12,2018-09-15 14:51:13,0.452s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-15 14:51:13,2018-09-15 14:51:13,0.474s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 14:51:13,2018-09-15 14:51:15,1.818s,PASSED
verifyElementText,Chrome 68.0.3440.106,,2018-09-15 14:51:15,2018-09-15 14:51:15,0.369s,PASSED
,,,,,,
Test Cases/Orchestra/Add_UTT,Chrome 68.0.3440.106,,2018-09-15 14:51:15,2018-09-15 14:51:20,4.898s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-15 14:51:15,2018-09-15 14:51:16,0.209s,PASSED
verifyTextPresent,Chrome 68.0.3440.106,,2018-09-15 14:51:16,2018-09-15 14:51:16,0.157s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 14:51:16,2018-09-15 14:51:16,0.451s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 14:51:16,2018-09-15 14:51:16,0.166s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 14:51:16,2018-09-15 14:51:19,2.189s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 14:51:19,2018-09-15 14:51:19,0.210s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 14:51:19,2018-09-15 14:51:20,1.260s,FAILED
