Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Orchestra_Configure,Chrome 68.0.3440.106,,2018-09-15 13:01:16,2018-09-15 13:01:28,11.632s,PASSED
,,,,,,
Test Cases/Orchestra/Login,Chrome 68.0.3440.106,,2018-09-15 13:01:17,2018-09-15 13:01:25,8.312s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-15 13:01:17,2018-09-15 13:01:20,3.321s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-15 13:01:20,2018-09-15 13:01:23,2.205s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-15 13:01:23,2018-09-15 13:01:23,0.388s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-15 13:01:23,2018-09-15 13:01:23,0.480s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 13:01:23,2018-09-15 13:01:25,1.449s,PASSED
verifyElementText,Chrome 68.0.3440.106,,2018-09-15 13:01:25,2018-09-15 13:01:25,0.132s,PASSED
,,,,,,
Test Cases/Orchestra/Add_Lic,Chrome 68.0.3440.106,,2018-09-15 13:01:25,2018-09-15 13:01:28,2.820s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-15 13:01:25,2018-09-15 13:01:26,0.304s,PASSED
verifyTextPresent,Chrome 68.0.3440.106,,2018-09-15 13:01:26,2018-09-15 13:01:26,0.120s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 13:01:26,2018-09-15 13:01:26,0.472s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 13:01:26,2018-09-15 13:01:26,0.238s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-15 13:01:26,2018-09-15 13:01:27,0.449s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 13:01:27,2018-09-15 13:01:27,0.084s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-15 13:01:27,2018-09-15 13:01:28,0.854s,PASSED
