Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Orchestra_Configure,Chrome 70.0.3538.67,,2018-10-25 09:20:01,2018-10-25 09:21:57,1m - 56.067s,PASSED
,,,,,,
Test Cases/Orchestra/TC_Login,Chrome 70.0.3538.67,,2018-10-25 09:20:01,2018-10-25 09:21:39,1m - 37.930s,PASSED
openBrowser,Chrome 70.0.3538.67,,2018-10-25 09:20:02,2018-10-25 09:20:40,38.500s,PASSED
navigateToUrl,Chrome 70.0.3538.67,,2018-10-25 09:20:40,2018-10-25 09:20:46,6.000s,PASSED
setText,Chrome 70.0.3538.67,,2018-10-25 09:20:46,2018-10-25 09:20:51,4.583s,PASSED
setText,Chrome 70.0.3538.67,,2018-10-25 09:20:51,2018-10-25 09:20:51,0.289s,PASSED
click,Chrome 70.0.3538.67,,2018-10-25 09:20:51,2018-10-25 09:21:39,48.185s,PASSED
,,,,,,
Test Cases/Orchestra/TC_Login,Chrome 70.0.3538.67,,2018-10-25 09:21:39,2018-10-25 09:21:56,16.240s,PASSED
openBrowser,Chrome 70.0.3538.67,,2018-10-25 09:21:39,2018-10-25 09:21:43,3.637s,PASSED
navigateToUrl,Chrome 70.0.3538.67,,2018-10-25 09:21:43,2018-10-25 09:21:49,5.856s,PASSED
setText,Chrome 70.0.3538.67,,2018-10-25 09:21:49,2018-10-25 09:21:49,0.187s,PASSED
setText,Chrome 70.0.3538.67,,2018-10-25 09:21:49,2018-10-25 09:21:49,0.184s,PASSED
click,Chrome 70.0.3538.67,,2018-10-25 09:21:49,2018-10-25 09:21:56,6.222s,PASSED
