Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Orchestra_Configure,Chrome 68.0.3440.106,,2018-09-15 15:15:52,2018-09-15 15:16:02,10.142s,FAILED
,,,,,,
Test Cases/Orchestra/Login,Chrome 68.0.3440.106,,2018-09-15 15:15:52,2018-09-15 15:16:00,8.184s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-15 15:15:52,2018-09-15 15:15:56,3.331s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-15 15:15:56,2018-09-15 15:15:57,1.578s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-15 15:15:57,2018-09-15 15:15:58,0.586s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-15 15:15:58,2018-09-15 15:15:58,0.386s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 15:15:58,2018-09-15 15:16:00,1.869s,PASSED
verifyElementText,Chrome 68.0.3440.106,,2018-09-15 15:16:00,2018-09-15 15:16:00,0.090s,PASSED
,,,,,,
Test Cases/Orchestra/Add_UTT,Chrome 68.0.3440.106,,2018-09-15 15:16:00,2018-09-15 15:16:01,0.691s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-15 15:16:00,2018-09-15 15:16:00,0.054s,PASSED
verifyTextPresent,Chrome 68.0.3440.106,,2018-09-15 15:16:00,2018-09-15 15:16:01,0.099s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 15:16:01,2018-09-15 15:16:01,0.316s,FAILED
