Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Orchestra_Configure,Chrome 68.0.3440.106,,2018-09-17 09:54:36,2018-09-17 09:56:00,1m - 24.171s,FAILED
,,,,,,
Test Cases/Orchestra/Login,Chrome 68.0.3440.106,,2018-09-17 09:54:36,2018-09-17 09:55:21,45.021s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-17 09:54:36,2018-09-17 09:54:46,9.408s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-17 09:54:46,2018-09-17 09:55:20,34.543s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-17 09:55:20,2018-09-17 09:55:21,0.300s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-17 09:55:21,2018-09-17 09:55:21,0.345s,FAILED
,,,,,,
Test Cases/Orchestra/Login,Chrome 68.0.3440.106,,2018-09-17 09:55:21,2018-09-17 09:55:59,38.122s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-17 09:55:21,2018-09-17 09:55:24,3.074s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-17 09:55:24,2018-09-17 09:55:59,34.618s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-17 09:55:59,2018-09-17 09:55:59,0.141s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-17 09:55:59,2018-09-17 09:55:59,0.270s,FAILED
