Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Notification_SMS_Service,,,2018-09-28 10:19:09,2018-09-28 10:19:13,3.910s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyFromSMS,,,2018-09-28 10:19:10,2018-09-28 10:19:11,1.236s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyFromSMS)),,,2018-09-28 10:19:10,2018-09-28 10:19:11,0.778s,PASSED
verifyResponseStatusCode,,,2018-09-28 10:19:11,2018-09-28 10:19:11,0.020s,PASSED
verifyElementPropertyValue,,,2018-09-28 10:19:11,2018-09-28 10:19:11,0.095s,PASSED
verifyElementPropertyValue,,,2018-09-28 10:19:11,2018-09-28 10:19:11,0.029s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptySmsMsg,,,2018-09-28 10:19:11,2018-09-28 10:19:12,0.737s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptySmsMsg)),,,2018-09-28 10:19:11,2018-09-28 10:19:12,0.460s,PASSED
verifyResponseStatusCode,,,2018-09-28 10:19:12,2018-09-28 10:19:12,0.008s,PASSED
verifyElementPropertyValue,,,2018-09-28 10:19:12,2018-09-28 10:19:12,0.033s,PASSED
verifyElementPropertyValue,,,2018-09-28 10:19:12,2018-09-28 10:19:12,0.023s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptySmsTenantID,,,2018-09-28 10:19:12,2018-09-28 10:19:13,0.674s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptySmsTenant)),,,2018-09-28 10:19:12,2018-09-28 10:19:12,0.429s,PASSED
verifyResponseStatusCode,,,2018-09-28 10:19:12,2018-09-28 10:19:12,0.009s,PASSED
verifyElementPropertyValue,,,2018-09-28 10:19:12,2018-09-28 10:19:13,0.059s,PASSED
verifyElementPropertyValue,,,2018-09-28 10:19:13,2018-09-28 10:19:13,0.015s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_sendSMS,,,2018-09-28 10:19:13,2018-09-28 10:19:13,0.629s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/sendSMS)),,,2018-09-28 10:19:13,2018-09-28 10:19:13,0.443s,PASSED
verifyResponseStatusCode,,,2018-09-28 10:19:13,2018-09-28 10:19:13,0.005s,PASSED
verifyElementPropertyValue,,,2018-09-28 10:19:13,2018-09-28 10:19:13,0.032s,PASSED
verifyElementPropertyValue,,,2018-09-28 10:19:13,2018-09-28 10:19:13,0.018s,PASSED
