Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Orchestra_Configure,Chrome 68.0.3440.106,,2018-09-15 12:58:29,2018-09-15 12:59:11,42.152s,FAILED
,,,,,,
Test Cases/Orchestra/Login,Chrome 68.0.3440.106,,2018-09-15 12:58:29,2018-09-15 12:58:37,8.374s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-15 12:58:29,2018-09-15 12:58:33,3.705s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-15 12:58:33,2018-09-15 12:58:35,1.726s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-15 12:58:35,2018-09-15 12:58:35,0.352s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-15 12:58:35,2018-09-15 12:58:36,0.460s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 12:58:36,2018-09-15 12:58:37,1.676s,PASSED
verifyElementText,Chrome 68.0.3440.106,,2018-09-15 12:58:37,2018-09-15 12:58:37,0.122s,PASSED
,,,,,,
Test Cases/Orchestra/Add_Lic,Chrome 68.0.3440.106,,2018-09-15 12:58:37,2018-09-15 12:59:10,32.500s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-15 12:58:38,2018-09-15 12:58:38,0.308s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-15 12:58:38,2018-09-15 12:59:10,31.898s,FAILED
