Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Notification_Email_Service,,,2018-10-25 11:49:50,2018-10-25 11:49:58,7.799s,FAILED
,,,,,,
Test Cases/WebService/Notification/TC_checkCalendarJSON,,,2018-10-25 11:49:51,2018-10-25 11:49:52,1.112s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/checkCalJSON)),,,2018-10-25 11:49:51,2018-10-25 11:49:52,0.709s,PASSED
verifyResponseStatusCode,,,2018-10-25 11:49:52,2018-10-25 11:49:52,0.025s,PASSED
verifyElementPropertyValue,,,2018-10-25 11:49:52,2018-10-25 11:49:52,0.042s,PASSED
verifyElementPropertyValue,,,2018-10-25 11:49:52,2018-10-25 11:49:52,0.023s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyBody,,,2018-10-25 11:49:52,2018-10-25 11:49:53,0.817s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyBody)),,,2018-10-25 11:49:52,2018-10-25 11:49:52,0.440s,PASSED
verifyResponseStatusCode,,,2018-10-25 11:49:52,2018-10-25 11:49:52,0.004s,PASSED
verifyElementPropertyValue,,,2018-10-25 11:49:52,2018-10-25 11:49:52,0.039s,PASSED
verifyElementPropertyValue,,,2018-10-25 11:49:52,2018-10-25 11:49:53,0.020s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyFromEmail,,,2018-10-25 11:49:53,2018-10-25 11:49:53,0.717s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyFromEmail)),,,2018-10-25 11:49:53,2018-10-25 11:49:53,0.466s,PASSED
verifyResponseStatusCode,,,2018-10-25 11:49:53,2018-10-25 11:49:53,0.003s,PASSED
verifyElementPropertyValue,,,2018-10-25 11:49:53,2018-10-25 11:49:53,0.030s,PASSED
verifyElementPropertyValue,,,2018-10-25 11:49:53,2018-10-25 11:49:53,0.015s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyQRCode,,,2018-10-25 11:49:53,2018-10-25 11:49:54,0.683s,PASSED
