Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Notification_Email_Service,,,2018-10-11 09:33:11,2018-10-11 09:33:22,11.369s,FAILED
,,,,,,
Test Cases/WebService/Notification/TC_checkCalendarJSON,,,2018-10-11 09:33:11,2018-10-11 09:33:13,1.446s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/checkCalJSON)),,,2018-10-11 09:33:12,2018-10-11 09:33:12,0.889s,PASSED
verifyResponseStatusCode,,,2018-10-11 09:33:12,2018-10-11 09:33:13,0.037s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:13,2018-10-11 09:33:13,0.162s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:13,2018-10-11 09:33:13,0.018s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyBody,,,2018-10-11 09:33:13,2018-10-11 09:33:15,2.778s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyBody)),,,2018-10-11 09:33:13,2018-10-11 09:33:15,2.505s,PASSED
verifyResponseStatusCode,,,2018-10-11 09:33:15,2018-10-11 09:33:15,0.004s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:15,2018-10-11 09:33:15,0.059s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:15,2018-10-11 09:33:15,0.013s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyFromEmail,,,2018-10-11 09:33:16,2018-10-11 09:33:16,0.893s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyFromEmail)),,,2018-10-11 09:33:16,2018-10-11 09:33:16,0.645s,PASSED
verifyResponseStatusCode,,,2018-10-11 09:33:16,2018-10-11 09:33:16,0.004s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:16,2018-10-11 09:33:16,0.055s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:16,2018-10-11 09:33:16,0.020s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyQRCode,,,2018-10-11 09:33:16,2018-10-11 09:33:17,0.723s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyQR)),,,2018-10-11 09:33:17,2018-10-11 09:33:17,0.505s,PASSED
verifyResponseStatusCode,,,2018-10-11 09:33:17,2018-10-11 09:33:17,0.005s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:17,2018-10-11 09:33:17,0.046s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:17,2018-10-11 09:33:17,0.031s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptySubject,,,2018-10-11 09:33:17,2018-10-11 09:33:18,0.830s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptySubject)),,,2018-10-11 09:33:17,2018-10-11 09:33:18,0.577s,PASSED
verifyResponseStatusCode,,,2018-10-11 09:33:18,2018-10-11 09:33:18,0.003s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:18,2018-10-11 09:33:18,0.040s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:18,2018-10-11 09:33:18,0.052s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyEmailTenantID,,,2018-10-11 09:33:18,2018-10-11 09:33:19,0.792s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyTentant)),,,2018-10-11 09:33:18,2018-10-11 09:33:19,0.563s,PASSED
verifyResponseStatusCode,,,2018-10-11 09:33:19,2018-10-11 09:33:19,0.004s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:19,2018-10-11 09:33:19,0.037s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:19,2018-10-11 09:33:19,0.037s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyToEmail,,,2018-10-11 09:33:19,2018-10-11 09:33:20,0.838s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyToEmail)),,,2018-10-11 09:33:19,2018-10-11 09:33:20,0.476s,PASSED
verifyResponseStatusCode,,,2018-10-11 09:33:20,2018-10-11 09:33:20,0.003s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:20,2018-10-11 09:33:20,0.056s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:20,2018-10-11 09:33:20,0.024s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_invalidFromEmail,,,2018-10-11 09:33:20,2018-10-11 09:33:20,0.807s,FAILED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/invalidFromEmail)),,,2018-10-11 09:33:20,2018-10-11 09:33:20,0.580s,PASSED
verifyResponseStatusCode,,,2018-10-11 09:33:20,2018-10-11 09:33:20,0.003s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:20,2018-10-11 09:33:20,0.036s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:20,2018-10-11 09:33:20,0.040s,FAILED
,,,,,,
Test Cases/WebService/Notification/TC_invalidToEmail,,,2018-10-11 09:33:20,2018-10-11 09:33:21,0.838s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/invalidToEmail)),,,2018-10-11 09:33:21,2018-10-11 09:33:21,0.605s,PASSED
verifyResponseStatusCode,,,2018-10-11 09:33:21,2018-10-11 09:33:21,0.002s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:21,2018-10-11 09:33:21,0.020s,PASSED
verifyElementPropertyValue,,,2018-10-11 09:33:21,2018-10-11 09:33:21,0.013s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_sendEmail,,,2018-10-11 09:33:21,2018-10-11 09:33:22,0.787s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/sendEmail)),,,2018-10-11 09:33:21,2018-10-11 09:33:22,0.565s,PASSED
verifyResponseStatusCode,,,2018-10-11 09:33:22,2018-10-11 09:33:22,0.003s,PASSED
