Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_notificationAPIs,,,2018-09-17 14:03:00,2018-09-17 14:03:02,2.272s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_sendEmail,,,2018-09-17 14:03:00,2018-09-17 14:03:02,1.133s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/sendEmail)),,,2018-09-17 14:03:01,2018-09-17 14:03:01,0.700s,PASSED
verifyResponseStatusCode,,,2018-09-17 14:03:01,2018-09-17 14:03:01,0.011s,PASSED
verifyElementPropertyValue,,,2018-09-17 14:03:01,2018-09-17 14:03:01,0.038s,PASSED
verifyElementPropertyValue,,,2018-09-17 14:03:01,2018-09-17 14:03:02,0.058s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_sendSMS,,,2018-09-17 14:03:02,2018-09-17 14:03:02,0.503s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/sendSMS)),,,2018-09-17 14:03:02,2018-09-17 14:03:02,0.232s,PASSED
verifyResponseStatusCode,,,2018-09-17 14:03:02,2018-09-17 14:03:02,0.002s,PASSED
verifyElementPropertyValue,,,2018-09-17 14:03:02,2018-09-17 14:03:02,0.038s,PASSED
verifyElementPropertyValue,,,2018-09-17 14:03:02,2018-09-17 14:03:02,0.012s,PASSED
