Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Notification_Email_Service,,,2018-10-03 13:50:57,2018-10-03 13:51:05,8.884s,FAILED
,,,,,,
Test Cases/WebService/Notification/TC_checkCalendarJSON,,,2018-10-03 13:50:58,2018-10-03 13:50:59,1.812s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/checkCalJSON)),,,2018-10-03 13:50:58,2018-10-03 13:50:59,0.867s,PASSED
verifyResponseStatusCode,,,2018-10-03 13:50:59,2018-10-03 13:50:59,0.019s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:50:59,2018-10-03 13:50:59,0.069s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:50:59,2018-10-03 13:50:59,0.012s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyBody,,,2018-10-03 13:50:59,2018-10-03 13:51:00,0.750s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyBody)),,,2018-10-03 13:51:00,2018-10-03 13:51:00,0.430s,PASSED
verifyResponseStatusCode,,,2018-10-03 13:51:00,2018-10-03 13:51:00,0.003s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:00,2018-10-03 13:51:00,0.030s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:00,2018-10-03 13:51:00,0.037s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyFromEmail,,,2018-10-03 13:51:00,2018-10-03 13:51:01,0.657s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyFromEmail)),,,2018-10-03 13:51:00,2018-10-03 13:51:01,0.439s,PASSED
verifyResponseStatusCode,,,2018-10-03 13:51:01,2018-10-03 13:51:01,0.002s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:01,2018-10-03 13:51:01,0.009s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:01,2018-10-03 13:51:01,0.013s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyQRCode,,,2018-10-03 13:51:01,2018-10-03 13:51:01,0.630s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyQR)),,,2018-10-03 13:51:01,2018-10-03 13:51:01,0.444s,PASSED
verifyResponseStatusCode,,,2018-10-03 13:51:01,2018-10-03 13:51:01,0.005s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:01,2018-10-03 13:51:01,0.032s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:01,2018-10-03 13:51:01,0.013s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptySubject,,,2018-10-03 13:51:01,2018-10-03 13:51:02,0.589s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptySubject)),,,2018-10-03 13:51:02,2018-10-03 13:51:02,0.434s,PASSED
verifyResponseStatusCode,,,2018-10-03 13:51:02,2018-10-03 13:51:02,0.007s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:02,2018-10-03 13:51:02,0.023s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:02,2018-10-03 13:51:02,0.016s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyEmailTenantID,,,2018-10-03 13:51:02,2018-10-03 13:51:03,0.650s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyTentant)),,,2018-10-03 13:51:02,2018-10-03 13:51:03,0.477s,PASSED
verifyResponseStatusCode,,,2018-10-03 13:51:03,2018-10-03 13:51:03,0.004s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:03,2018-10-03 13:51:03,0.029s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:03,2018-10-03 13:51:03,0.030s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyToEmail,,,2018-10-03 13:51:03,2018-10-03 13:51:04,0.785s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyToEmail)),,,2018-10-03 13:51:03,2018-10-03 13:51:03,0.612s,PASSED
verifyResponseStatusCode,,,2018-10-03 13:51:03,2018-10-03 13:51:03,0.007s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:03,2018-10-03 13:51:03,0.031s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:03,2018-10-03 13:51:04,0.016s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_invalidFromEmail,,,2018-10-03 13:51:04,2018-10-03 13:51:04,0.641s,FAILED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/invalidFromEmail)),,,2018-10-03 13:51:04,2018-10-03 13:51:04,0.472s,PASSED
verifyResponseStatusCode,,,2018-10-03 13:51:04,2018-10-03 13:51:04,0.004s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:04,2018-10-03 13:51:04,0.035s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:04,2018-10-03 13:51:04,0.023s,FAILED
,,,,,,
Test Cases/WebService/Notification/TC_invalidToEmail,,,2018-10-03 13:51:04,2018-10-03 13:51:05,0.583s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/invalidToEmail)),,,2018-10-03 13:51:04,2018-10-03 13:51:05,0.433s,PASSED
verifyResponseStatusCode,,,2018-10-03 13:51:05,2018-10-03 13:51:05,0.004s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:05,2018-10-03 13:51:05,0.029s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:05,2018-10-03 13:51:05,0.015s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_sendEmail,,,2018-10-03 13:51:05,2018-10-03 13:51:05,0.651s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/sendEmail)),,,2018-10-03 13:51:05,2018-10-03 13:51:05,0.516s,PASSED
verifyResponseStatusCode,,,2018-10-03 13:51:05,2018-10-03 13:51:05,0.003s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:05,2018-10-03 13:51:05,0.014s,PASSED
verifyElementPropertyValue,,,2018-10-03 13:51:05,2018-10-03 13:51:05,0.017s,PASSED
