Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Notification_Email_Service,,,2018-10-03 08:16:47,2018-10-03 08:16:55,8.100s,FAILED
,,,,,,
Test Cases/WebService/Notification/TC_checkCalendarJSON,,,2018-10-03 08:16:48,2018-10-03 08:16:49,1.532s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/checkCalJSON)),,,2018-10-03 08:16:48,2018-10-03 08:16:49,0.876s,PASSED
verifyResponseStatusCode,,,2018-10-03 08:16:49,2018-10-03 08:16:49,0.028s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:49,2018-10-03 08:16:49,0.157s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:49,2018-10-03 08:16:49,0.020s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyBody,,,2018-10-03 08:16:49,2018-10-03 08:16:50,0.666s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyBody)),,,2018-10-03 08:16:50,2018-10-03 08:16:50,0.433s,PASSED
verifyResponseStatusCode,,,2018-10-03 08:16:50,2018-10-03 08:16:50,0.008s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:50,2018-10-03 08:16:50,0.032s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:50,2018-10-03 08:16:50,0.017s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyFromEmail,,,2018-10-03 08:16:50,2018-10-03 08:16:51,0.657s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyFromEmail)),,,2018-10-03 08:16:50,2018-10-03 08:16:51,0.423s,PASSED
verifyResponseStatusCode,,,2018-10-03 08:16:51,2018-10-03 08:16:51,0.004s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:51,2018-10-03 08:16:51,0.049s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:51,2018-10-03 08:16:51,0.018s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyQRCode,,,2018-10-03 08:16:51,2018-10-03 08:16:51,0.621s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyQR)),,,2018-10-03 08:16:51,2018-10-03 08:16:51,0.425s,PASSED
verifyResponseStatusCode,,,2018-10-03 08:16:51,2018-10-03 08:16:51,0.008s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:51,2018-10-03 08:16:51,0.034s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:51,2018-10-03 08:16:51,0.019s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptySubject,,,2018-10-03 08:16:51,2018-10-03 08:16:52,0.585s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptySubject)),,,2018-10-03 08:16:51,2018-10-03 08:16:52,0.412s,PASSED
verifyResponseStatusCode,,,2018-10-03 08:16:52,2018-10-03 08:16:52,0.006s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:52,2018-10-03 08:16:52,0.018s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:52,2018-10-03 08:16:52,0.014s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyEmailTenantID,,,2018-10-03 08:16:52,2018-10-03 08:16:53,0.599s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyTentant)),,,2018-10-03 08:16:52,2018-10-03 08:16:52,0.422s,PASSED
verifyResponseStatusCode,,,2018-10-03 08:16:52,2018-10-03 08:16:52,0.004s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:52,2018-10-03 08:16:53,0.020s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:53,2018-10-03 08:16:53,0.015s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyToEmail,,,2018-10-03 08:16:53,2018-10-03 08:16:53,0.631s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyToEmail)),,,2018-10-03 08:16:53,2018-10-03 08:16:53,0.422s,PASSED
verifyResponseStatusCode,,,2018-10-03 08:16:53,2018-10-03 08:16:53,0.022s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:53,2018-10-03 08:16:53,0.011s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:53,2018-10-03 08:16:53,0.017s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_invalidFromEmail,,,2018-10-03 08:16:53,2018-10-03 08:16:54,0.798s,FAILED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/invalidFromEmail)),,,2018-10-03 08:16:53,2018-10-03 08:16:54,0.422s,PASSED
verifyResponseStatusCode,,,2018-10-03 08:16:54,2018-10-03 08:16:54,0.002s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:54,2018-10-03 08:16:54,0.015s,PASSED
verifyElementPropertyValue,,,2018-10-03 08:16:54,2018-10-03 08:16:54,0.079s,FAILED
,,,,,,
Test Cases/WebService/Notification/TC_invalidToEmail,,,2018-10-03 08:16:54,2018-10-03 08:16:55,0.589s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/invalidToEmail)),,,2018-10-03 08:16:54,2018-10-03 08:16:55,0.411s,PASSED
verifyResponseStatusCode,,,2018-10-03 08:16:55,2018-10-03 08:16:55,0.001s,PASSED
