Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Orchestra_Configure,Chrome 68.0.3440.106,,2018-09-15 14:58:31,2018-09-15 14:58:45,13.816s,FAILED
,,,,,,
Test Cases/Orchestra/Login,Chrome 68.0.3440.106,,2018-09-15 14:58:31,2018-09-15 14:58:41,9.916s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-15 14:58:32,2018-09-15 14:58:37,5.449s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-15 14:58:37,2018-09-15 14:58:39,1.729s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-15 14:58:39,2018-09-15 14:58:39,0.333s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-15 14:58:39,2018-09-15 14:58:40,0.362s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 14:58:40,2018-09-15 14:58:41,1.584s,PASSED
verifyElementText,Chrome 68.0.3440.106,,2018-09-15 14:58:41,2018-09-15 14:58:41,0.079s,PASSED
,,,,,,
Test Cases/Orchestra/Add_UTT,Chrome 68.0.3440.106,,2018-09-15 14:58:41,2018-09-15 14:58:44,2.755s,FAILED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-15 14:58:42,2018-09-15 14:58:42,0.070s,PASSED
verifyTextPresent,Chrome 68.0.3440.106,,2018-09-15 14:58:42,2018-09-15 14:58:42,0.106s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 14:58:42,2018-09-15 14:58:42,0.420s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 14:58:42,2018-09-15 14:58:42,0.138s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 14:58:42,2018-09-15 14:58:43,1.151s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 14:58:43,2018-09-15 14:58:44,0.172s,PASSED
click,Chrome 68.0.3440.106,,2018-09-15 14:58:44,2018-09-15 14:58:44,0.467s,FAILED
