Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Notification_Email_Service,,,2018-09-27 17:00:58,2018-09-27 17:01:06,8.237s,FAILED
,,,,,,
Test Cases/WebService/Notification/TC_checkCalendarJSON,,,2018-09-27 17:00:58,2018-09-27 17:00:59,1.189s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/checkCalJSON)),,,2018-09-27 17:00:59,2018-09-27 17:00:59,0.707s,PASSED
verifyResponseStatusCode,,,2018-09-27 17:00:59,2018-09-27 17:00:59,0.033s,PASSED
verifyElementPropertyValue,,,2018-09-27 17:00:59,2018-09-27 17:00:59,0.046s,PASSED
verifyElementPropertyValue,,,2018-09-27 17:00:59,2018-09-27 17:00:59,0.033s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyBody,,,2018-09-27 17:00:59,2018-09-27 17:01:00,0.825s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyBody)),,,2018-09-27 17:01:00,2018-09-27 17:01:00,0.465s,PASSED
verifyResponseStatusCode,,,2018-09-27 17:01:00,2018-09-27 17:01:00,0.002s,PASSED
verifyElementPropertyValue,,,2018-09-27 17:01:00,2018-09-27 17:01:00,0.018s,PASSED
verifyElementPropertyValue,,,2018-09-27 17:01:00,2018-09-27 17:01:00,0.054s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyFromEmail,,,2018-09-27 17:01:00,2018-09-27 17:01:01,0.987s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyFromEmail)),,,2018-09-27 17:01:01,2018-09-27 17:01:01,0.437s,PASSED
verifyResponseStatusCode,,,2018-09-27 17:01:01,2018-09-27 17:01:01,0.002s,PASSED
verifyElementPropertyValue,,,2018-09-27 17:01:01,2018-09-27 17:01:01,0.020s,PASSED
verifyElementPropertyValue,,,2018-09-27 17:01:01,2018-09-27 17:01:01,0.101s,PASSED
,,,,,,
Test Cases/WebService/Notification/TC_emptyQRCode,,,2018-09-27 17:01:01,2018-09-27 17:01:02,0.635s,PASSED
Statement - response = com.kms.katalon.core.webservice.keyword.WSBuiltInKeywords.sendRequest(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NotificationAPIs/emptyQR)),,,2018-09-27 17:01:01,2018-09-27 17:01:02,0.411s,PASSED
